Wavelength,Flux,BestFit,SkyFlux
5559.041,40.262,40.462,4.894
5560.323,40.579,40.844,4.777
5561.602,43.174,41.225,4.63
5562.885,43.178,41.352,5.014
5564.164,41.128,40.995,6.66
5565.447,39.352,39.451,7.401
5566.728,39.6,40.251,6.124
5568.008,38.849,39.144,4.982
5569.292,40.171,37.713,5.094
5570.574,40.525,37.304,5.198
5571.858,37.018,34.823,5.373
5573.14,38.103,34.917,5.14
5574.425,40.106,37.819,7.187
5575.707,37.706,39.76,36.156
5576.993,49.188,40.336,285.639
5578.276,43.916,40.558,628.639
5579.559,32.778,40.478,510.753
5580.846,51.115,41.278,134.16
5582.13,42.427,40.201,11.638
5583.417,39.475,39.814,5.444
5584.702,40.678,39.796,4.832
5585.989,38.703,39.429,4.601
5587.275,39.163,40.182,4.671
5588.56,41.328,40.765,5.29
5589.849,41.384,40.899,5.775
5591.135,40.142,39.193,5.672
5592.424,41.712,37.846,4.919
5593.71,41.607,38.907,4.595
5595,40.13,40.652,4.385
5596.287,41.169,40.766,4.627
5597.575,42.547,40.261,4.808
5598.866,41.108,42.604,4.894
5600.154,40.087,44.731,4.945
5601.445,44.593,43.795,4.716
5602.734,44.389,42.933,4.581
5604.026,40.604,43.879,5.114
5605.315,43.809,44.02,5.997
5606.604,43.888,42.19,6.645
5607.897,42.311,40.874,6.253
5609.187,42.689,41.15,5.271
5610.481,40.911,40.442,4.855
5611.771,43.149,39.829,5.045
5613.065,39.397,40.128,4.958
5614.357,41.663,39.54,4.82
5615.648,38.372,38.405,4.73
5616.943,39.211,37.841,5.056
5618.235,40.066,38.123,5.179
5619.531,40.002,40.17,4.927
5620.824,41.259,40.345,4.854
5622.12,42.199,41.24,4.704
5623.413,43.9,42.876,5.298
5624.707,41.438,43.054,6.465
5626.004,41.992,41.522,5.902
5627.298,42.481,42.288,4.981
5628.596,41.511,41.55,4.757
5629.891,41.597,41.006,4.518
5631.189,40.955,41.614,4.816
5632.484,40.664,42.848,4.86
5633.78,40.705,43.224,4.971
5635.079,41.49,39.771,4.934
5636.376,40.443,38.749,4.924
5637.675,39.307,40.061,4.676
5638.972,40.82,40.615,5.014
5640.273,39.716,40.12,5.363
5641.57,40.687,41.373,5.252
5642.868,40.581,41.063,5.132
5644.169,39.853,40.261,4.989
5645.468,41.616,40.256,5.473
5646.769,38.919,40.435,5.852
5648.069,40.746,40.312,5.56
5649.371,40.548,40.538,5.127
5650.671,40.305,39.791,5.187
5651.971,39.93,38.406,4.997
5653.274,36.076,37.587,5.169
5654.574,39.237,38.442,5.01
5655.878,40.368,39.504,5.08
5657.179,40.199,38.177,5.415
5658.484,39.55,39.327,5.355
5659.786,41.984,39.567,5.204
5661.088,42.442,39.217,5.088
5662.393,41.944,40.22,5.555
5663.696,40.469,42.066,5.84
5665.002,42.323,41.583,5.92
5666.305,41.391,40.417,6.25
5667.612,42.021,41.118,6.321
5668.916,40.158,42.533,6.823
5670.22,41.704,42.387,7.331
5671.527,40.349,41.249,7.881
5672.832,41.096,41.968,8.291
5674.14,40.476,41.114,8.569
5675.445,41.32,42.113,7.919
5676.754,42.35,40.785,7.62
5678.06,42.698,38.939,7.299
5679.369,39.951,39.497,7.259
5680.676,42.161,39.983,7.507
5681.983,38.464,38.946,8.599
5683.293,45.159,38.669,10.019
5684.6,39.495,38.842,11.767
5685.911,41.934,40.224,11.632
5687.219,39.679,42.352,12.241
5688.531,41.368,42.484,12.7
5689.839,44.233,42.205,13.291
5691.148,41.668,43.581,13.232
5692.461,42.849,44.091,11.916
5693.77,42.09,42.269,10.863
5695.083,42.382,39.469,9.474
5696.393,41,38.44,8.659
5697.707,39.907,38.91,8.158
5699.018,41.861,40.502,7.75
5700.329,41.854,41.49,7.776
5701.643,41.601,40.788,7.327
5702.955,41.251,39.528,6.677
5704.27,39.909,39.998,6.082
5705.582,42.342,40.202,6.172
5706.898,39.562,40.62,6.555
5708.211,42.391,41.463,6.005
5709.524,42.788,42.317,6.006
5710.841,41.363,42.665,5.799
5712.154,41.267,42.346,6.1
5713.472,41.11,41.612,6.542
5714.786,42.244,41.103,6.03
5716.104,42.266,41.863,5.939
5717.419,40.369,42.217,5.951
5718.734,41.257,41.406,6.127
5720.053,40.531,41.733,6.275
5721.369,40.098,42.291,5.888
5722.688,41.536,40.931,5.491
5724.004,41.543,41.54,5.265
5725.324,40.354,41.546,6.016
5726.642,40.334,39.224,5.708
5727.959,41.42,39.453,5.475
5729.28,40.436,40.131,5.572
5730.598,39.865,40.013,5.53
5731.919,40.345,40.896,5.309
5733.238,39.734,40.834,5.398
5734.56,40.59,39.762,5.526
5735.879,40.145,41.733,5.493
5737.199,40.159,41.629,5.593
5738.522,41.458,41.514,5.307
5739.842,42.773,41.734,5.476
5741.165,39.56,41.567,5.612
5742.486,40.691,41.469,5.522
5743.81,41.997,42.761,5.458
5745.132,40.963,42.73,5.275
5746.453,42.044,42.406,5.392
5747.779,43.35,42.417,5.697
5749.101,43.005,42.882,5.388
5750.427,43.313,43.15,5.524
5751.749,41.224,42.031,5.277
5753.076,41.929,40.208,5.146
5754.399,42.269,41.474,5.389
5755.723,40.278,42.318,5.529
5757.05,41.097,40.512,5.583
5758.375,42.229,38.821,5.627
5759.703,41.592,41.303,5.878
5761.028,44.278,41.386,5.797
5762.356,43.607,40.123,5.635
5763.682,41.407,40.086,5.749
5765.008,40.204,41.074,5.958
5766.337,39.919,41.104,6.693
5767.664,43.693,39.698,7.098
5768.994,40.789,40.906,8.293
5770.321,43.461,41.4,10.17
5771.651,44.412,42.315,9.823
5772.979,44.034,43.762,8.15
5774.307,40.909,44.817,6.81
5775.639,42.637,45.239,6.068
5776.967,42.609,44.744,5.917
5778.3,41.882,43.092,6.026
5779.629,41.632,41.649,5.722
5780.962,42.007,40.51,5.769
5782.291,41.307,39.885,5.649
5783.625,41.875,40.989,5.47
5784.955,42.017,42.338,5.589
5786.286,39.464,42.765,6.337
5787.621,41.493,42.37,6.355
5788.952,41.491,42.266,7.147
5790.287,38.685,42.478,8.945
5791.619,40.56,41.726,10.031
5792.954,42.652,42.089,9.398
5794.287,43.666,42.961,7.45
5795.62,42.656,43.494,6.48
5796.957,42.272,43.809,6.443
5798.29,41.359,44.069,6.004
5799.627,41.3,43.638,5.779
5800.961,43.479,42.418,5.829
5802.299,42.341,43.233,5.786
5803.634,42.981,43.934,5.935
5804.969,40.869,43.968,6.109
5806.308,42.594,44.096,6.291
5807.643,43.283,43.908,6.062
5808.983,43.221,42.289,5.952
5810.319,42.334,42.358,6.044
5811.659,43.369,43.173,6.291
5812.996,40.815,43.32,6.356
5814.333,43.592,42.869,6.179
5815.674,43.106,42.95,5.942
5817.012,44.113,42.821,5.877
5818.353,42.982,42.33,6.165
5819.692,40.082,41.517,6.3
5821.034,42.237,41.354,6.36
5822.373,43.896,41.892,6.459
5823.712,42.323,41.563,6.584
5825.055,42.875,41.343,6.617
5826.395,42.573,42.674,6.86
5827.739,40.032,42.866,6.756
5829.079,39.397,42.429,6.485
5830.424,40.164,42.612,6.231
5831.765,41.498,42.152,6.438
5833.106,43.495,41.794,6.887
5834.451,43.482,43.051,7.138
5835.794,44.282,44.707,7.363
5837.139,44.583,44.729,6.908
5838.482,43.757,43.576,6.764
5839.829,41.489,43.941,7.059
5841.172,42.675,42.709,6.979
5842.516,42.231,40.231,7.128
5843.863,41.216,39.204,7.245
5845.207,40.979,39.559,7.335
5846.555,41.449,40.218,7.284
5847.9,42.863,41.188,6.996
5849.249,42.103,41.011,7.129
5850.594,38.782,40.993,7.306
5851.94,42.002,42.065,7.135
5853.29,42.505,43.082,7.246
5854.636,38.618,42.536,7.278
5855.986,40.967,40.918,7.117
5857.334,41.529,40.816,7.447
5858.684,41.252,40.631,7.648
5860.032,42.185,41.059,7.556
5861.38,41.168,42.212,7.358
5862.732,41.273,43.34,7.58
5864.08,42.302,43.909,8.1
5865.433,43.427,44.379,9.274
5866.782,46.209,45.149,11.411
5868.135,42.926,45.369,13.299
5869.485,42.495,44.535,12.556
5870.835,42.816,43.114,10.089
5872.189,43.322,42.107,8.87
5873.54,41.488,41.389,8.466
5874.894,41.823,41.427,8.313
5876.246,42.426,41.408,7.63
5877.601,44.447,41.895,6.94
5878.953,42.642,42.757,6.636
5880.305,40.961,42.395,6.494
5881.661,42.9,43.438,6.456
5883.014,41.618,42.726,6.17
5884.371,39.772,41.994,6.3
5885.725,42.534,42.237,6.991
5887.082,41.515,42.906,8.585
5888.436,40.989,43.596,17.712
5889.794,42.099,44.823,45.897
5891.149,39.573,44.13,69.935
5892.504,38.408,43.796,51.536
5893.863,42.712,43.666,20.794
5895.219,46.542,42.708,23.741
5896.578,43.752,42.222,45.96
5897.935,40.707,42.681,46.987
5899.295,43.275,41.88,21.812
5900.652,44.324,41.269,7.715
5902.01,41.956,41.596,6.927
5903.371,39.856,41.696,6.909
5904.729,41.774,40.966,7.161
5906.09,41.433,43.986,7.562
5907.449,40.041,43.752,8.108
5908.811,44.042,43.369,7.824
5910.17,41.997,43.364,7.14
5911.53,43.565,42.647,7.11
5912.893,45.046,42.728,7.62
5914.254,43.143,42.61,8.426
5915.617,41.271,40.719,11.235
5916.978,40.887,40.933,12.738
5918.343,41.298,41.92,10.788
5919.704,40.002,41.08,7.84
5921.066,39.905,40.778,7.473
5922.431,40.424,42.887,8.25
5923.794,41.991,41.102,8.364
5925.16,41.294,41.769,9.18
5926.523,41.685,43.282,10.366
5927.89,41.159,42.24,9.465
5929.253,41.799,42.783,8.635
5930.617,41.517,43.373,8.634
5931.985,41.402,43.4,10.126
5933.35,43.98,43.799,13.132
5934.718,42.456,44.341,14.104
5936.083,40.997,44.276,11.497
5937.452,45.22,43.959,9.286
5938.818,43.847,44.537,8.621
5940.184,43.057,43.781,8.378
5941.554,41.856,42.583,7.868
5942.921,40.166,41.956,8.014
5944.291,42.527,42.121,7.959
5945.659,41.786,42.664,8.924
5947.03,41.029,42.421,9.841
5948.398,41.685,41.515,9.645
5949.766,41.754,42.476,8.475
5951.138,42.725,44.115,8.142
5952.507,43.821,44.467,9.473
5953.88,43.949,44.516,12.438
5955.249,44.066,44.317,13.017
5956.623,42.954,45.318,10.177
5957.993,44.429,44.457,7.983
5959.364,43.215,43.074,7.652
5960.738,44.549,43.209,7.841
5962.109,42.77,42.943,8.01
5963.484,42.383,43.339,7.929
5964.856,42.732,43.395,7.945
5966.231,42.397,42.143,7.904
5967.604,42.201,41.136,7.456
5968.977,41.157,41.083,7.728
5970.353,39.691,39.925,8.906
5971.727,40.157,39.769,9.51
5973.104,41.787,41.052,8.832
5974.478,40.285,41.193,8.231
5975.856,42.725,41.541,8.366
5977.23,41.524,43.84,9.472
5978.605,43.804,45.435,10.412
5979.984,43.918,44.205,9.453
5981.36,43.069,43.804,8.202
5982.739,41.984,44.515,8.015
5984.115,43.452,45.202,7.975
5985.495,43.833,45.524,7.529
5986.872,41.854,46.058,7.43
5988.249,43.705,45.276,7.306
5989.63,44.229,44.326,7.339
5991.008,45.104,43.518,7.162
5992.39,44.586,43.447,7.394
5993.768,45.495,44.224,7.221
5995.15,41.248,44.685,7.03
5996.53,42.85,44.575,7.233
5997.912,45.109,45.134,7.884
5999.292,44.074,45.316,7.725
6000.672,42.757,44.832,7.455
6002.056,42.881,44.714,7.259
6003.437,43.808,45.455,7.471
6004.821,44.007,44.118,8.211
6006.203,44.368,44.891,8.068
6007.588,45.334,44.517,6.982
6008.97,43.935,43.359,6.609
6010.352,42.109,43.636,6.556
6011.738,40.506,44.255,6.712
6013.121,41.677,44.418,6.691
6014.508,42.706,43.777,6.4
6015.891,44.111,43.959,6.17
6017.278,44.737,44.771,6.274
6018.663,44.205,44.936,6.327
6020.047,45.423,44.678,6.295
6021.436,44.008,46.221,6.677
6022.821,41.979,45.643,6.914
6024.21,44.777,43.519,6.551
6025.595,45.607,42.641,6.37
6026.985,41.096,43.773,6.604
6028.371,42.26,44.188,6.563
6029.758,43.435,43.951,6.511
6031.149,44.368,45.82,6.495
6032.536,42.991,47.089,6.363
6033.927,44.747,45.881,6.852
6035.315,41.396,43.585,7.223
6036.707,44.644,43.284,6.558
6038.096,44.568,43.842,5.959
6039.485,42.487,43.287,6.183
6040.878,42.031,43.136,6.301
6042.267,41.949,43.124,6.044
6043.661,42.443,42.295,6.02
6045.051,40.614,41.253,5.93
6046.445,41.201,39.562,5.805
6047.836,40.982,39.808,5.699
6049.227,44.05,39.902,5.826
6050.622,41.953,40.477,5.808
6052.014,41.345,42.198,5.754
6053.41,43.923,42.293,5.847
6054.802,43.079,42.195,5.91
6056.198,44.187,43.431,5.784
6057.592,45.009,43.907,5.797
6058.985,43.659,43.313,5.977
6060.382,43.949,43.311,5.842
6061.777,44.367,44.61,5.806
6063.174,43.794,44.239,6.038
6064.569,44.065,44.409,5.832
6065.968,41.678,44.814,5.889
6067.363,44.216,45.053,5.902
6068.759,43.102,45.042,6.058
6070.158,42.941,44.751,6.086
6071.555,44.019,45.419,5.64
6072.955,43.759,44.747,5.662
6074.352,42.008,44.506,5.577
6075.753,43.633,45.29,5.471
6077.15,45.402,45.564,5.34
6078.549,44.828,44.308,5.357
6079.95,43.669,44.868,5.425
6081.349,43.152,44.291,5.441
6082.751,42.816,44.22,5.471
6084.151,42.595,44.698,5.462
6085.554,44.759,44.959,5.234
6086.954,45.382,45.767,5.119
6088.354,44.317,45.569,4.92
6089.758,45.748,44.665,5.353
6091.159,45.61,45.461,5.309
6092.563,44.911,46.255,5.184
6093.965,43.775,45.23,5.181
6095.37,44.742,45.035,5.177
6096.772,43.295,45.781,5.413
6098.178,43.855,44.971,5.557
6099.581,45.154,44.448,5.422
6100.984,43.603,44.487,5.428
6102.391,45.063,44.485,5.424
6103.795,46.275,45.051,5.627
6105.203,44.142,44.731,5.659
6106.607,45.094,44.39,5.752
6108.015,43.157,45.361,5.556
6109.42,44.844,45.864,5.486
6110.826,43.647,44.861,5.569
6112.235,43.657,44.966,5.631
6113.641,43.572,44.487,5.466
6115.051,43.388,44.36,5.659
6116.458,42.493,44.611,5.605
6117.868,42.974,44.197,5.255
6119.276,43.944,43.429,5.205
6120.683,44.132,44.438,5.269
6122.095,43.799,44.588,5.101
6123.503,42.298,43.484,4.995
6124.915,41.519,43.029,4.977
6126.324,43.126,42.967,5.018
6127.737,41.883,42.684,5.005
6129.147,42.567,43.372,4.902
6130.557,42.381,43.65,5.131
6131.97,42.9,44.541,5.198
6133.381,44.038,44.397,5.037
6134.795,43.775,44.142,4.984
6136.207,44.161,44.966,5.008
6137.622,44.574,45.277,5.391
6139.034,44.546,46.218,5.827
6140.446,47.263,47.501,5.966
6141.862,51.02,49.691,5.877
6143.275,52.885,53.312,5.803
6144.691,54.55,56.227,6.085
6146.105,54.037,54.511,6.396
6147.522,52.312,52.586,5.976
6148.936,48.745,47.427,5.393
6150.351,44.589,44.561,5.468
6151.769,41.848,44.247,5.365
6153.184,38.67,43.249,5.77
6154.603,38.69,41.653,6.33
6156.019,34.134,39.316,6.432
6157.439,32.549,34.682,6.22
6158.855,31.511,30.531,5.875
6160.272,30.644,28.987,6.256
6161.693,31.395,29.789,7.003
6163.11,32.217,31.303,7.249
6164.531,34.138,33.422,6.698
6165.949,36.008,33.721,5.391
6167.371,38.004,35.158,4.797
6168.79,40.292,38.653,5.029
6170.209,41.598,42.13,6.084
6171.632,41.759,43.472,6.763
6173.052,41.216,43.649,6.699
6174.475,41.445,44.57,5.665
6175.896,43.21,44.877,5.279
6177.32,43.317,44.565,5.412
6178.741,42.388,44.852,5.222
6180.162,43.574,45.565,4.896
6181.588,42.603,44.354,4.66
6183.01,41.212,44.44,4.74
6184.435,43.007,44.404,4.754
6185.858,43.779,43.427,4.674
6187.285,43.902,42.608,4.905
6188.708,44.087,43.322,4.704
6190.132,43.675,44.998,4.736
6191.559,44.054,45.542,4.927
6192.983,43.841,44.988,4.967
6194.412,43.375,44.099,5.228
6195.837,45.57,43.67,4.882
6197.265,43.952,44.011,4.568
6198.691,43.27,43.77,4.541
6200.117,44.298,43.666,4.49
6201.547,43.55,43.784,5.052
6202.973,43.039,43.798,6.039
6204.404,43.639,43.802,6.229
6205.831,42.385,44.312,5.631
6207.262,41.639,44.256,4.855
6208.69,43.835,44.633,4.426
6210.122,42.627,44.855,4.76
6211.55,44.475,44.902,5.035
6212.979,43.145,45.051,5.519
6214.412,43.749,44.927,5.156
6215.842,43.904,44.898,4.828
6217.275,43.399,45.28,4.672
6218.705,42.763,44.804,4.305
6220.139,44.894,43.823,4.531
6221.57,45.433,43.846,5.481
6223.002,43.038,45.015,6.247
6224.437,41.991,44.547,5.879
6225.869,42.974,43.1,4.802
6227.304,42.635,44.276,4.457
6228.737,41.845,45.349,4.438
6230.173,42.532,43.805,4.178
6231.606,42.75,44.303,4.402
6233.04,44.01,44.429,5.356
6234.477,44.959,44.859,8.347
6235.911,42.685,45.168,13.117
6237.349,44.157,44.663,15.071
6238.784,45.344,44.377,12.282
6240.223,43.585,46.176,8.998
6241.659,44.287,45.099,7.918
6243.094,43.505,44.547,7.996
6244.534,42.27,45.631,7.181
6245.971,42.534,45.856,6.162
6247.411,44.296,43.903,5.257
6248.848,44.1,43.179,4.94
6250.289,43.582,44.515,4.951
6251.727,44.129,44.314,4.657
6253.165,42.752,43.949,4.437
6254.607,43.174,43.883,4.594
6256.046,44.825,43.704,5.692
6257.489,42.787,43.912,9.813
6258.928,43.038,42.709,13.784
6260.371,41.496,43.337,13.59
6261.812,43.588,44.302,8.203
6263.252,42.975,44.284,5.767
6264.696,44.936,43.714,6.315
6266.138,45.301,43.745,7.463
6267.583,44.198,44.594,7.359
6269.024,45.403,44.713,6.199
6270.47,46.507,44.131,5.367
6271.913,44.837,43.544,5.049
6273.355,42.759,43.544,4.782
6274.802,43.253,43.934,5.069
6276.246,44.277,43.231,5.822
6277.693,42.601,43.49,6.142
6279.137,42.198,43.843,6.032
6280.585,43.507,43.742,5.67
6282.03,42.863,42.968,4.759
6283.475,43.899,41.399,4.593
6284.924,42.266,42.822,4.691
6286.37,44.931,43.6,7.121
6287.819,43.873,42.762,10.949
6289.266,43.572,42.081,12.255
6290.716,41.486,42.788,9.27
6292.163,41.684,43.413,5.793
6293.611,42.201,43.724,4.578
6295.062,42.202,42.974,4.746
6296.51,41.946,42.942,5.815
6297.962,42.015,43.464,11.635
6299.411,44.051,43.466,30.71
6300.864,43.979,43.527,60.283
6302.313,39.952,43.636,65.815
6303.763,41.335,44.604,37.527
6305.217,41.614,44.897,10.476
6306.667,41.851,44.78,11.1
6308.122,43.661,44.964,14.884
6309.573,44.229,44.644,12.644
6311.028,43.499,45.968,7.444
6312.48,44.824,45.241,4.941
6313.932,43.222,44.231,4.491
6315.388,43.648,44.015,4.379
6316.841,43.686,44.006,4.162
6318.297,43.642,44.181,4.153
6319.751,45.318,45.309,4.622
6321.208,45.26,45.362,5.979
6322.662,43.805,44.985,7.287
6324.12,43.365,45.047,6.844
6325.575,43.339,45.456,5.357
6327.03,45.334,45.364,4.74
6328.489,44.378,44.478,6.26
6329.945,43.323,45.154,10.359
6331.405,43.947,45.714,12.532
6332.861,42.581,45.492,9.949
6334.322,43.893,45.096,5.631
6335.779,45.019,44.626,4.411
6337.236,45.265,44.734,4.286
6338.698,41.97,43.731,4.318
6340.156,42.715,43.603,4.217
6341.618,42.711,43.819,4.527
6343.077,42.813,43.425,4.706
6344.54,43.129,44.466,4.753
6345.999,42.586,44.901,4.683
6347.459,43.122,45.508,5.06
6348.923,43.989,45.798,6.075
6350.383,44.777,45.802,6.427
6351.848,45.999,46.035,5.631
6353.309,43.449,46.275,4.538
6354.774,42.609,45.491,5.251
6356.236,44.637,44.346,7.23
6357.698,43.53,43.251,9.281
6359.164,42.898,43.343,8.395
6360.627,42.686,44.32,5.75
6362.094,43.24,43.591,7.575
6363.557,43.973,44.184,16.814
6365.025,43.351,44.935,23.638
6366.489,44.539,44.515,20.055
6367.954,43.458,44.475,10.093
6369.422,43.24,45.166,4.787
6370.887,43.134,43.484,4.153
6372.357,41.902,44.848,4.225
6373.823,43.096,45.633,4.28
6375.292,43.661,45.512,4.29
6376.759,41.727,45.051,4.238
6378.226,43.15,44.61,4.734
6379.697,43.908,44.424,5.374
6381.164,43.667,43.3,5.772
6382.636,43.026,43.716,5.169
6384.104,44.934,43.909,4.429
6385.576,43.57,43.605,5.465
6387.045,45.732,44.053,6.464
6388.515,43.809,44.925,6.51
6389.988,44.077,44.506,5.403
6391.458,44.844,44.688,4.371
6392.932,45.748,45.511,4.095
6394.402,43.433,46.055,4.222
6395.877,41.775,45.66,4.233
6397.348,43.507,44.57,4.185
6398.82,44.297,43.473,4.115
6400.296,42.877,43.9,4.055
6401.768,42.559,43.436,4.17
6403.244,43.643,42.501,4.454
6404.717,43.993,43.085,4.322
6406.194,43.07,44.328,4.157
6407.668,44.401,44.395,3.885
6409.142,42.849,44.134,3.892
6410.62,44.567,44.687,3.942
6412.095,44.54,45.233,4.039
6413.573,43.393,44.846,4.533
6415.049,41.551,44.199,4.725
6416.528,42.743,41.312,4.599
6418.004,43.026,40.735,4.115
6419.481,44.093,41.815,4.39
6420.961,41.826,42.516,4.871
6422.438,42.582,42.161,4.912
6423.919,42.813,42.193,4.497
6425.397,42.066,44.505,4.168
6426.878,43.792,44.486,4.069
6428.357,44.197,43.756,3.95
6429.836,42.281,43.278,3.771
6431.319,41.626,42.546,3.649
6432.798,42.178,42.228,3.642
6434.281,44.053,42.756,3.805
6435.762,42.944,42.967,3.895
6437.246,43.271,42.753,3.813
6438.727,40.582,41.987,3.902
6440.211,41.346,41.293,3.633
6441.693,42.622,41.846,3.938
6443.175,39.671,39.812,3.872
6444.661,38.488,39.137,3.922
6446.143,38.96,39.891,3.9
6447.63,38.647,40.745,3.855
6449.113,39.444,41.116,4.009
6450.6,40.483,41.312,4.239
6452.084,40.925,40.761,4.362
6453.568,41.239,41.086,4.428
6455.056,41.504,41.61,4.262
6456.541,41.776,41.46,4.064
6458.03,42.001,41.216,4.242
6459.516,42.447,42.295,4.463
6461.006,43.135,42.224,4.49
6462.492,42.492,42.13,4.63
6463.979,41.711,42.403,5.868
6465.469,42.309,42.407,7.944
6466.957,43.15,42.339,8.971
6468.448,42.799,43.381,7.773
6469.936,43.639,41.664,7.057
6471.428,42.752,41.331,7.989
6472.917,41.949,41.295,7.976
6474.406,42.302,40.57,6.084
6475.899,39.759,40.448,4.155
6477.388,40.735,42.227,4.166
6478.882,40.818,42.21,4.906
6480.372,39.823,42.759,4.824
6481.867,41.185,43.536,4.152
6483.358,41.813,43.219,3.71
6484.849,40.19,41.929,3.638
6486.345,40.344,41.703,3.573
6487.837,41.704,42.103,3.603
6489.333,41.991,43.335,3.524
6490.826,42.893,43.464,3.386
6492.323,42.003,42.964,3.379
6493.816,41.487,42.957,3.512
6495.31,40.804,42.271,3.857
6496.808,40.773,42.771,4.604
6498.303,41.667,42.083,8.949
6499.801,42.814,41.528,13.077
6501.296,39.516,41.66,12.109
6502.796,40.073,41.638,6.757
6504.292,41.608,41.598,5.511
6505.788,40.806,43.569,6.614
6507.288,39.341,42.992,6.428
6508.785,39.553,42.524,5.146
6510.286,42.325,42.905,4.036
6511.784,41.016,42.547,3.796
6513.285,41.386,41.958,4.011
6514.784,41.293,41.977,4.178
6516.282,39.364,41.394,4.047
6517.785,41.263,41.042,3.656
6519.284,41.216,41.332,3.343
6520.788,41.155,41.78,3.748
6522.288,41.006,41.952,4.772
6523.792,42.122,41.925,5.722
6525.293,42.558,41.531,5.28
6526.794,40.096,40.872,4.576
6528.299,39.588,40.329,3.706
6529.801,41.054,40.132,3.825
6531.306,40.299,40.244,4.542
6532.809,42.992,41.54,7.841
6534.315,42.37,41.722,10.897
6535.819,41.926,41.688,9.166
6537.322,40.977,41.726,5.376
6538.83,41.344,41.105,3.955
6540.334,41.318,40.199,3.901
6541.842,40.099,40.991,4.261
6543.347,38.685,40.984,5.329
6544.856,38.859,39.987,6.516
6546.362,40.623,39.973,6.433
6547.867,41.222,41.738,5.015
6549.377,41.473,42.652,3.956
6550.884,43.228,42.694,4.078
6552.395,42.384,42.694,5.666
6553.902,41.034,42.333,9.818
6555.413,43.353,41.902,12.138
6556.921,42.587,42.126,8.694
6558.433,39.765,42.714,4.436
6559.942,40.6,42.171,3.608
6561.451,41.382,42.526,4.457
6562.964,40.711,42.845,6.931
6564.474,39.717,42.529,7.878
6565.988,40.093,41.588,6.295
6567.498,40.306,39.754,4.466
6569.013,38.916,39.049,5.198
6570.524,38.389,38.19,5.869
6572.036,39.485,38.016,5.265
6573.551,40.739,38.846,4.264
6575.063,39.998,40.045,4.21
6576.58,39.982,41.142,6.376
6578.092,41.357,41.941,8.995
6579.609,42.067,43.653,9.041
6581.123,42.524,44.116,6.459
6582.637,43.812,43.749,4.27
6584.155,46.204,44.989,3.854
6585.67,49.722,48.463,3.731
6587.188,52.159,53.517,3.679
6588.704,54.085,55.911,3.643
6590.223,55.249,55.201,3.553
6591.739,51.91,51.718,3.71
6593.255,47.291,46.95,3.575
6594.776,44.425,44.471,3.835
6596.293,43.12,43.323,4.531
6597.814,42.629,43.036,5.191
6599.332,43.072,43.284,4.816
6600.854,43.241,43.255,3.837
6602.372,41.198,42.93,3.953
6603.891,42.78,43.356,5.316
6605.414,42.416,41.157,6.736
6606.933,41.472,40.584,6.187
6608.457,41.389,41.162,4.344
6609.977,41.036,41.547,3.485
6611.502,41.566,41.634,3.407
6613.022,42.099,42.143,3.369
6614.544,41.927,43.287,3.366
6616.069,43.364,42.955,3.288
6617.591,44.7,43.233,3.314
6619.117,43.59,44.274,3.356
6620.64,42.493,43.998,3.435
6622.167,42.266,42.301,3.503
6623.69,42.747,43.342,3.351
6625.214,40.772,42.61,3.38
6626.742,43.104,42.236,3.54
6628.266,43.453,43.001,4.246
6629.794,44.371,43.547,4.307
6631.32,43.202,43.902,4.033
6632.849,42.005,42.954,3.61
6634.375,42.645,42.593,4.33
6635.901,43.4,42.259,5.128
6637.431,43.619,42.409,4.411
6638.958,43.405,43.331,3.918
6640.489,42.668,42.996,3.868
6642.017,42.38,43.407,3.589
6643.548,41.863,44.092,3.429
6645.077,42.666,43.432,3.45
6646.605,41.75,42.387,3.458
6648.138,42.507,42.643,3.463
6649.667,42.281,42.961,3.433
6651.201,43.358,42.33,3.444
6652.731,46.24,43.352,3.492
6654.265,46.797,44.918,3.559
6655.796,46.872,46.095,3.573
6657.327,47.863,46.693,3.564
6658.862,46.532,45.92,3.527
6660.394,43.739,44.314,3.552
6661.93,44.909,44.107,3.732
6663.462,43.088,44.157,3.812
6664.999,43.156,44.56,3.587
6666.532,43.78,45.332,3.773
6668.066,42.938,43.968,4.166
6669.604,43.622,43.459,4.171
6671.138,43.821,43.854,3.734
6672.676,42.621,43.636,3.293
6674.211,44.496,43.19,3.578
6675.75,42.955,43.618,3.416
6677.286,42.915,44.049,3.319
6678.826,43.701,44.025,3.334
6680.362,43.747,44.117,3.524
6681.899,43.096,44.441,3.482
6683.44,42.927,44.684,3.475
6684.977,43.116,44.211,3.436
6686.519,43.114,42.948,3.406
6688.057,43.892,43.832,3.483
6689.599,43.928,43.744,3.479
6691.138,43.819,42.471,3.483
6692.678,43.13,42.192,3.427
6694.221,43.096,43.222,3.274
6695.761,43.777,42.324,3.321
6697.305,42.966,43.764,3.5
6698.846,43.376,44.084,3.785
6700.39,42.845,44.38,4.086
6701.932,42.437,44.307,4.106
6703.474,44.002,43.226,3.819
6705.019,43.197,43.706,3.983
6706.562,43.22,42.569,3.949
6708.108,43.372,42.56,4.061
6709.652,44.194,43.53,4.023
6711.199,44.672,43.642,3.772
6712.743,42.679,42.565,3.816
6714.287,42.359,42.608,3.481
6715.835,41.944,41.823,3.575
